id,context,question,answer0,answer1,answer2,answer3,label
3FTID4TN8LWGBWO8GV8E8JULXLFLYQ##36TFCYNS458SBFD2AHDGMXQTTNMXHF##A1I72NHC21347A##Blog_831152##q1_a1##3D17ECOUOG9HZBMNIY95Q8D2JIV13U,"Before Anna and I had started out that day , we consulted with a park ranger and another expert of the area who 'd been hiking it for years . He 'd told us about two paths that were little known - one off the Cottonwood grove that took us to another pass that went through a gap in the mountains , and another of the mountain gap trail that would take us around the mountain to the Aztec cave ( just a name for a large cave ) . We easily found the first one but the second eluded us even after we trailblazed awhile . Part of the path we took as we trailblazed .",What may be the reason Anna and I wanted to go hiking ?,We wanted to explore gaps in the mountains,None of the above choices .,Wanted to draw maps of mountain,Wanted to talk with park ranger,0
3HYV4299H0UNQKNYM5NGWBGZV3H8E6##3FFJ6VRIL2MKAKIBDN6UDV4XIWL0IQ##A1S1K7134S2VUC##Blog_918153##q1_a2##3B623HUYJ643USRN7YJLDQ8MP3OS8J,"Verdict : Make sure the credit cards in your wallet are yours . Check the name on the card every time you sign for something and/or the card is taken away for even a short period of time . Many people just take back the credit card without even looking at it , "" assuming "" that it has to be theirs .",Why would someone intentionally hand a card to a customer that was not the customers ?,"The owner of the credit card does not matter , only that the card is valid .",It is a simple mistake that some workers make .,"The credit card defines who the person is , switching cards provides a new identity .","So the card can be used , by the worker , to buy items .",3
3QTFNPMJC8WLYB058S2CRGVK19TNZ5##3ON104KXQNBY5SJO529BINRRK02W41##A394JO4NEPCY3M##Blog_194581##q1_a1##3VMV5CHJZATJ27AKFW0ZF8L6FAEGTL,"It 's great to see someone reveling in their weirdness and absurdity , their idiosyncrasy , and just having a damn good time doing it . His music always reminds of a carnival at closing time , his bestial throaty voice giving depth to his darkest ruminations , but it 's still fun and playful . Perhaps it 's age and experience or perhaps it 's just that his voice is so distinctive , but he has a confidence in his voice that is rare even among some of the best singers I ' ve seen . I sometimes wondered if he even needed the microphone .",What is probably true about the narrator ?,They are not a fan of music,They are a fan of music,They are not a fan of this vocalist,They do not like weird people and idiosyncrasies,1
3NBFJK3IOHGOVQ65ZH20T0RBNEEOG0##3RKNTXVS3NWM3QHEK01J806RKH7A4J##A2KYOM2ZGYDJGT##Blog_142622##q1_a1##3LB1BGHFL4AJOYVK92M5M8SAKUTTYX,"It 's got that nice , plastic , clean car smell , "" said McMillian . "" There 's nothing else like it in the world . "" More important than the smell , McMillian said , is how the 20-ton , six - wheeled behemoth handles . "" Surprisingly , it handles very well .",Why is it surprising that the vehicle handles very well ?,Because it 's 20 tons and has 6 wheels,Because there 's nothing else like it in the world,Because McMillian is easily surprised,Because it 's got a nice smell,0
37PGLWGSJT4J1QRLRDAA7VNIITCIKW##3PXX5PX6LYW6OP2NZFB6GECXWE9BAN##AJ7NSZOAFP05U##Blog_814924##q1_a1##3MYASTQBG9P3Y781W25W4I7MI4BQD5,"Soon the union had authorization cards from 17 of 23 employees and filed for an election with the National Labor Relations Board . But All Pro refused to recognize the union and fired two workers . Management , Sanders said , awarded raises to some employees and intimidated others .",Why might some employees get raises while others did n't ?,All Pro had to cut costs because of protests .,None of the above choices .,Sanders had to make hard decisions about who would get a raise and who would n't .,Some of them participated in protests against the company .,3
366FYU4PTI3MFAO6FSWJEEDYJDBEKR##3R5F3LQFV5Z63GYBZ98RVPREJE5OZZ##A1OPGPTQJ48XOY##Blog_860808##q1_a1##3XT3KXP241CRW05397S9PA68AG1I6C,I ' m sending her some of the size mediums we bought because she is poor and I am not . I think that foster parents need support . I included a teddy bear in the box so the baby girl can have one of her own . When the mom sent me her address she said she was crying because she 's so grateful .,Why is she so grateful over just a few simple things in a box like teddy bears and clothing ?,She does not have much money and can not afford these things so a simple act of kindness is a great gesture for her,She pretends to be grateful so people continue to send her stuff,She knows that if she acts grateful she can take the items and sell them for money,"She knows that by expressing gratitude she can guilt trip people into send her more and more things , even money",0
3EHVO81VN7ZWTJTMXJY7U2EC2CLH13##37C0GNLMHIIDB9NB7VX0NXMK9ME6DL##A2KYOM2ZGYDJGT##Blog_525027##q1_a1##3VADEH0UHEBO0KQ4TFLWZC3CEH2PSM,"I watch the poor , old , crumpled women that are pulled out of the backs of pickup trucks with their big , elephant feet twisted in awful directions . Yesterday I was sitting on a plastic stool outside my house watching a half dead lizard being devoured by ants and wondering what I was doing here . The sun had just set .",What 's a possible reason the writer was watching a half dead lizard being devoured by ants ?,"Because the writer watched the poor , old , crumpled women .",None of the above choices .,Because they found that to be interesting .,Because the women had big elephant feet .,2
3HUR21WDDW3Q5F44ECN2BBDGXTZXY8##32RIADZISVJ5YB2FLXZALYO6EIWS4Y##A2CMYWI1J292YJ##Blog_181593##q2_a1##3S4TINXCC217YYX13TMMKNOM0P5BOD,"Funky is leaving now in a couple of weeks to go work on farms in the north west or something . now he 's all happy and his back is totally better . This morning i woke up and he started making a scene crying and bitching and could nt move . Then he starts telling me he has really been thinking about suicide lately and while he was saying it , i could nt help but think that it was some sort of manipulation .",Why is Frunky not working now ?,None of the above choices .,He is paralyzed from spine injury .,He is recovering from back problem .,He was fired due to depression .,2
3ZFRE2BDQBSQA5E9AYPLPIMI3J4XZS##3LWJHTCVCF13JBKRDA6OH26WL60QFJ##A2CMYWI1J292YJ##Blog_1042677##q2_a1##3UUSLRKAUNHTSP3M03WQ4RQRDKR7D8,"What is the ideal of the rule of law ? An initial observation is that there are several different conceptions of the meaning of the rule of law . Indeed , the rule of law may not be a single concept at all ; rather , it may be more accurate to understand the ideal of the rule of law as a set of ideals connected more by family resemblance than a unifying conceptual structure . Dicey 's Influential Formulation Historically , the most influential account of the rule of law was offered by A.V.",Who is Dicey ?,A person who explained the rule of law using audiovisual materials .,A business person who ruled in audiovisual industry,A famous scholar who studied the rule of law,A most influential person in audiovisual industry .,2
3YO4AH2FPDIU5Y800S51XDZVV3QQ00##3P529IW9KZJDXP5718MS8IJT4CFFLH##A1OPGPTQJ48XOY##Blog_1312790##q1_a1##3WUVMVA7ODHEES6GZOX75ABK21UAZ6,"Well , I ' m in pain still and the things are sort of insane . However I ' m ready to start shooting for AF when ever models are ready . I purchased a weird Digital Voice Recorder with a teensy camera for doing costume checks when at events . It can do allegedly up to 33 hours .",What do you plan to do with the camera and it 's long battery life ?,I plan to use the camera on occasion when I go out,I plan to use it to shoot the models for AF for long periods of time,I plan to leave the camera roll as a security camera when I am not home,I plan to use the camera whenever I feel like take pictures,1
35U0MRQMUJ57DNW0OC1MT1ULA07OV8##3LEIZ60CDKXO14VYDND9618GHXXZ9I##A394JO4NEPCY3M##Blog_1162687##q1_a1##3126F2F5FAHNQ1LMSK1RAVZXDINPEZ,She needed a phone so I went to Sprint and added another line to the one that 's in my name that my grandma has . So now she can call people ! She lives in a all - girls dorm on the 3rd floor without an elevator . Her roommate is really nice !,What would happen if the narrator had not gone to Sprint ?,She would have a phone to call people with,She would not have a phone to call with,She would not live in an all girls dorm,None of the above choices .,1
3PUV2Q8SV4210C75TMW6HVOF3UWDB6##39ZSFO5CA9UWLHEXTC5EE374BQVJUL##AJ7NSZOAFP05U##Blog_354958##q1_a2##304QEQWKZRY6EBUR5DPX06S39EL0OF,"I was supposed to go last night after work , but I was so hungry and preoccupied with the scheduling issues , that I completely forgot to go to the gym . Can you believe it ? It 's such a pain to rearrange things and force people to use their vacation days . That 's right , Castro told me to tell people to use their vacation days so they would have enough days off .",What may be the reason for you forgetting about the gym ?,None of the above choices .,I had other things to get done .,I was exhausted after getting other things done .,I stayed late at work .,1
3PA41K45VN2NNX75LEBLCNJ8YS77P1##3MX2NQ3YCASGVMT79FC7X0N3NWH5XR##AJ7NSZOAFP05U##Blog_258113##q1_a1##3EKZL9T8YA0GGM3KDGNRBYX36K9HCC,"Spring is cool and summer scorching in Serenity Valley . Dean remembers how the heat seemed to cling to his body , moist , heavy , almost pressing him down . He remembers Kaylee pressing down on him , hair like a waterfall , smelling of girl and woman , of car and blue skies .",What might Dylan remember about Serenity Valley ?,He would scoff when thinking about the girl that did n't love him .,None of the above choices .,He would reminisce about the cool temperatures during the summer .,He would reminisce about the girl he loved .,3
3LCXHSGDLVKK3T1EK15L504809MESA##3TMFV4NEPBTZOT6QH5ZOZZ7WNEZW8U##AJ7NSZOAFP05U##Blog_1452313##q1_a1##3I6NF2WGIIAHH5ZUE0I1CSFSZ9H5GC,"Why is it that because I am the house wife it is up to me to keep track of everything in the house . Allow me to explain , last night my husband came home and one of our puppies got excited and peed on his uniform . So , obviously I put the uniform in the washing machine . Well this morning after my husband got out of the shower he asked if I remembered to put his uniform in the dryer .",What may have caused you to clean his uniform ?,The puppies scratched it up .,None of the above choices .,One of the pets urinated on it .,I urinated on the uniform .,2
3P0I4CQYVY5KSCW5EM6IF3DZH98WOP##3U8YCDAGXQEXRI6UQVB3MXVJ9QP0QK##AO33H4GL9KZX9##Blog_374652##q1_a1##37VE3DA4YWVX6HBEZGRW0ERLOU0BHG,"When Michael O'Leary was tasked with turning Ryanair 's fortunes around just over a decade ago , his first port of call was a visit to Southwest Airlines to figure out how they managed to achieve low costs . Southwest have no assigned seating , but they do have boarding groups which makes things easy . They also give you a free coffee or soft drink , a package - o - nuts , and a smile . The planes have superb legroom , nice seats , and are n't garish and decked out in horrible yellow and blue .",What might Michael O'Leary have done with Ryanair after the visit with Southwest ?,Michael O'Leary might not have implemented cost cutting policies to compete with other airlines .,Michael O'Leary might have implemented cost inducing policies to compete with other airlines .,None of the above choices .,Michael O'Leary might have implemented cost cutting policies to compete with other airlines .,3
32204AGAADQTXYJPF2JA1PIJ5N6HGG##39DD6S19JSQKRPLM5V5VQDX0GGUZEA##AJ7NSZOAFP05U##Blog_465370##q1_a1##3NC6WP7WJJY7RA4EP69SOVEUE8JWWM,"No need to let the stress over take me . But there is a place for taking some time and regathering myself . I walk , i walk on when the shit gets heavy . By no means is my life hard , but god damn it if it does n't feel that way sometimes .",What may have caused you to take some time and regather yourself ?,I let my stress and emotions take over me .,None of the above choices .,I wanted to ease my emotions .,My life is hard .,2
3DWGDA5POHI1BKO628FB935L9JHV1B##388U7OUMFAGCY8K1N7C3JLTX8LU0RU##AJ7NSZOAFP05U##Blog_722366##q1_a2##3ODOP6T3AUY96SNN1GE25WFDPLC24Y,"I ' m bored and I wanted to post something , so here I am . Maybe you ' ve heard of this book . It 's a list of 1001 movies you should see before you die .",What may be the reason for you making a post on social media ?,I just wanted something to do .,I just wanted to tell people that they bored me .,I wanted to tell people about a movie I watched .,The book I read blew my mind .,0
39WICJI5ATQZ0I8O6B6XQ4963JWZ31##333U7HK6IADA4F3B7HFP433GOEDJDZ##A8E99XNOTT390##Blog_391497##q1_a2##36D1BWBEHPFPAICT7KEYRQWDBAI2MA,I listened to dry your eyes mate by the streets on the way home . And I thought I was doing a good job of getting over it . Then I came back and a whole new pain was brought into the situation .,What happened before I listened to the song ?,My friend invited me over .,My friend died of cancer .,None of the above choices .,My boyfriend and I won a contest .,1
3MGHRFQY2LN3E0ZMR2MVAZ2XUGTY05##3UJ1CZ6IZIN8Z578F56KYS6B8VK5SG##A33PQXKQHFVF3V##Blog_1445357##q1_a1##3VIVIU06FMQTL3QVWNZQE63U09XIMP,"Not talking about lions , but pride in my son . Tater has done great in school . He has gotten 80s and 90s on his spelling and reading comprehension tests ( that I did n't even know he had ) and nothing lower than a 97 on his math tests . I still have a hard time realizing how quickly he is growing up .",Why is it so important that Tater does well in school ?,So he makes me look good to the school that I graduated from .,It is realistically not important at all but I like it .,It allows me to be able to brag to other people about him .,It is a precursor to understanding his success in future endeavors .,3
36FQTHX3Z3P3IK580XQU4M23CS6B3R##3KOPY89HM90CMN1EES9DRUH4ZSJJ3G##A1OPGPTQJ48XOY##Blog_905119##q1_a1##3BDORL6HKMRT5GHN9LZLP2Z9TV7CR8,"Wichita Kansas , 11th August 2007 Welcome to the 2nd issue of The Adventures of Lin Lin . Since I am writing a nearly weekly update of my life in the US I might as well be creative about it . I have always loved Tin Tin on the ABC so I decided to use the same theme . Maybe living alone has driven me into insanity ?",Why do you think it is possible that living alone has driven you crazy ?,I spend my time outside with people and mostly talk to others instead of thinking things through on my own,None of the above choices .,Living alone I spend most of my time away from the house and do n't have much time at home to think things through,Living alone I do not interact withother people as much and so I might be going crazy from all the alone time,3
39AYGO6AFHYJA1GU6N51UI2PW5WN6E##39JEC7537XGOL7WY87AXFJK150MCVH##A3GVXFBYAU9HP##Blog_1356649##q1_a1##3AXFSPQOYSCJA4IKSIGDVHYLGTNFJG,I hope things pick up around there soon because I hate to see my parental units in distress . And now I am in an apartment with sleeping people . Do n't they know it 's only one in the morning ? Psh .,Why am I so surprised that I am in an apartment with people who are sleeping when it 's only one in the morning ?,I am a night owl .,I am a morning person .,I have a normal sleep schedule .,I am an early bird .,0
3AXFSPQOYSCJA4IKSIGDVHYLF6UJFG##3TE22NPXPERMWQ04VW3SNV80YE7443##A2KYOM2ZGYDJGT##Blog_1382523##q1_a1##3SZYX62S5IEYOCOTLXE76F2Z0XU75P,my gf and i had a fight is said a few things that I may regrett . That evening while waiting for us to separate to cool off I saw her sitting on the living room couch with a tear runnin down her cheek . I regret the fight or how it lead up .,Why did the writer say a few things they may regret ?,Because they were said during a heated moment .,Because they regret the fight entirely .,Because they were waiting to cool off .,None of the above choices .,0
3RSBJ6YZEE4XBF9H8V8I3DF7FJZOF2##34PGFRQONRQO8A2989WFOPGA3E0WJZ##A2KYOM2ZGYDJGT##Blog_1097865##q1_a1##3PUV2Q8SV6IGU16CDK869TCNWC3DBP,"Damn that Year 10 kid ... is he deaf or something ? So many of us seniors tried to kick him out of the Year 11 line but he would just not say anything ... grrr ... I tried shoving him out but then i did not want to look like a mean person of something . Next time though , i am going to shove that guy out of the way if he even dares to go into the Year 11 line again .",Why did I try shoving him out ?,Because he 's deaf .,Because he 's a year 10 kid .,Because I have poor interpersonal skills .,Because i did not want to look like a mean person .,2
3XD2A6FGFP838XAXCQPZDM3X9ZR9SQ##3V0Z7YWSI1FBNP4WBELR36BFTNM2V3##A2KYOM2ZGYDJGT##Blog_1043177##q1_a1##3UAU495MIK6MUX673K3HPDGAP9QOUJ,They 're sitting knee to knee straddling it with sandwiches and chips set between the diamond their legs form . They look like a set of mismatched bookends that somehow manage to keep everything on the shelf . She is in her expensive suit with the blazer draped behind her neatly on the bench . He sits with his rumpled button down shirt open to the third button revealing the top of a brightly colored tee and his lab coat looking like a casualty of being balled up and tossed on the bench . He smiles and laughs at something she says and her eyes light up in response .,What 's a possible reason she is in her expensive suit ?,Because they look like a set of mismatched bookends .,Because they 're sitting knee to knee .,None of the above choices .,Because they have sandwiches and chips set between the diamond .,2
3GKAWYFRAR7IYV7MWPQ74DHCDIKDPG##3CPLWGV3MRE9F4GMUWEF3CPGFR7N9G##AJ7NSZOAFP05U##Blog_1449081##q1_a1##3NFWQRSHVGS9J2SJKCVAY466PH1FG6,"I loved that about her . Her lips were wet and supple , firm and warm . As I bent to kiss her she gently wrapped her hand around the back of my head and pulled me to her .",What may be true about her lips ?,None of the above choices .,They 're soft and not firm .,They are n't moist .,They 're moist .,3
3NFWQRSHVECUPDTC0EJA66IXVP3FG9##3FE2ERCCZY6XUNXYS3YPCT1R2TDOPT##A2KYOM2ZGYDJGT##Blog_99650##q1_a1##38XPGNCKHVEI3JLPPQYD71COMM3V43,They are truly wonderful and I am thankful they are in my life . My friend Marta went to Europe a few years ago . I remember telling her to take me . She said she would if she could .,What 's a possible reason Marta went to Europe ?,None of the above choices .,Because some people are wonderful .,Because she thought it would be interesting or enjoyable .,Because the writer wanted to go there as well .,2
335VBRURDJYN4P68RXTUW7BAF4W9EJ##3Y9N9SS8LZ9ZJ11M4WN2OWMRSAL3DN##AO33H4GL9KZX9##Blog_803396##q1_a1##388CL5C1RL19JQXQQTGQEHNQ0NBLH8,"It 's been a month now since my aunt passed away and honestly , if someone had given me a glimpse into the future before she died , I defiintely would n't have expected things to be the way they are . Sure things are going great at the moment but it 's just overshadowed by this sadness that just won't- and probably will never- go away . In the past month , my family and I have gone through changes- changes that are the most important ever and some that are just so insignificant .",What kind of relationship might have my family had with my aunt ?,None of the above choices .,My aunt must have been a forgettable part of our lives and was neglected .,My aunt must have been an important part of our lives but was neglected,My aunt must have been an important part of our lives and was loved dearly .,3
38O9DZ0A641NLFR1K47H2UZRLA6627##3RRCEFRB7PR6HPLDABDFV9E6AVY4BZ##A2KYOM2ZGYDJGT##Blog_493796##q1_a1##3R0WOCG21ONVQ0FIDBP1EJ4BLW4UDF,"It was a Saturday night and I was becoming ever so lonely with whatever it was that we were required to do at a business conference where there was some degree of wit but very little art . And there he was . The Perfection of Pooka , because he knew just what to do in Boston on a Saturday night . "" "" I know exactly where we are going for dinner . """,Why does he know exactly where we are going for dinner ?,Because he is assertive .,Because I was at a business conference .,Because it was a Saturday night .,Because I was becoming ever so lonely .,0
3OWZNK3RYN38NQH2GM5KI0D8PC2U2A##3H7Z272LXAM4JRT8Z8UXCAL6FBAPLI##A33PQXKQHFVF3V##Blog_205280##q1_a1##3WUVMVA7ODHEES6GZOX75ABL3RLZA5,"We had Christine 's folks over for dinner tonight to celebrate her mom 's birthday . We cooked Thai - chicken satay in peanut sauce , and sea scallops and black rice with a mango Thai basil sauce . Christine also made a fantastic dessert of coconut ginger brownies with banana whiskey and mango lime sauces . I overcooked the scallops I think , but then again I prefer them raw .",Why did we cook all of this for Christine 's folks ?,We wanted to show them what a real trip to Thailand is like .,No special reason why we made the food .,We usually make this food every night .,We were trying to provide them with a good meal .,3
3Z3R5YC0P51DO7EP4CUHXNLUDTLFTN##33LK57MYLWKL18Q46QP0FU1FE0RZSI##A1S1K7134S2VUC##Blog_188228##q1_a1##3K8CQCU3KGFH4GV0X5I5SC12KCINWI,"I ' m happy to report that the new issue of Pocket Change is now up and running . Click on the link . Read my bio if you like -- man , I sound like an asshole in that bio .",Why is this person critical of their own biography ?,Pocket Change biography are carefully worded to make the subject seem like an asshole .,People that write their own bio 's always write like an asshole .,None of the above choices .,"People like to believe that they are somehow better than average , this person reads the bio and knows , he is average .",3
33KGGVH24WVTF9T12NGTXO26Q251XH##3AQF3RZ55BXA9T17Y1SQBXP5LZG6FI##AJ7NSZOAFP05U##Blog_1522248##q1_a1##3WGCNLZJKHMFH3OKBNFH3HZEAYM1D0,"I love him dearly . Me and Ruben ca n't donate til tomorrow . So instead we came back to the house and watched some Jenny Lewis concert footage , Lance woke up and him and Ruben pinched my nipples together . That was awful .",What may have been your reason for watching Jenny Lewis concert footage ?,Our plans were cancelled .,None of the above choices .,It was the only thing to do at the house .,We wanted to watch something awful .,0
3P458N04Q3V04UBXLRG727CBIA5X2K##3M81GAB8A3YD6U8B88KSYCFB66IBQS##A2KYOM2ZGYDJGT##Blog_525163##q1_a1##3D42WVSDHA995TDJEIHG54D9TWFYFA,"On August 15th , we went to get back the passport and we would know whether the visa was approved or rejected . I was quite nervous when I was waiting . When my turn came , I was so nervious that I had to take a deep breath . My manager was in front of me .",What 's a possible reason the writer was nervous ?,Because they had to take a deep breath .,Because it was August 15th .,Because they were waiting .,Because their visa being approved or rejected was an important thing .,3
3Y3CZJSZ9KRTC691AD0DJY5R840R5Y##39U1BHVTDMP60QXJQMNHT04DW1D3TL##AGUF6B4Q9991D##Blog_491774##q1_a1##3MQKOF1EE428I44N8B42W7P868YDW8,"I did glare at her , though . I was probably only in there 40 hours total . I knew what to say to get out , and I played their stupid little games . I swallowed their pills , and I agreed to enroll in their partial hospitalization program if they would just let me go home .",What did this person have to be where she was ?,Unemployment,Drug addiction,None of the above choices .,Homelessness,1
3LEG2HW4UH1J48KCLXALW0C4E7VF21##374TNBHA8EA9J21MI0YC6NDCRREQYO##AJ7NSZOAFP05U##Blog_1482865##q1_a1##3OZ4VAIBEZT8614ASXLHD3174MZVJ6,"My father was upset with the whole stituation . Once he approached me as his exact words "" your mom does n't care about us that 's why she left "" . I did n't really know how to react I was only 7 years old .",What may have caused your father to be upset in the situation ?,He could n't ditch his spouse and his child .,"I approached him and told him that he "" does n't care about me . """,His spouse ditched him and his child .,My father was upset because my mom only cared about me .,2
3ICOHX7ENC958VIVR1A13WAHCDZ0EL##3R2UR8A0IBE23WZPEU8666NU5IBXOW##A1S1K7134S2VUC##Blog_311958##q1_a2##3T2HW4QDUXLN1GL1F4ZZYHZFN91C9L,"Next to me was , was what I assumed to be a French man - pink Lacoste shirt , reading a newspaper in French . In front of me were 4 young English girls . The had small bottles of some pink alcoholic drink . Their conversation getting louder as time went by and the alcohol took effect .",Why is it interesting that the young girls have a pink alcoholic drink ?,The girls may be under legal drinking age and committing a small crime by doing so .,"The observer knows that anyone that looks young is under 18 years old , to young for alcohol .",It is important for young English girls to avoid hard liquor and have frilly pink drinks .,None of the above choices .,0
3CIS7GGG67X0I6TI960LK1MWL2VEU6##3QBD8R3Z24YQ0JAMEGI11TE5I9LO4M##A1S1K7134S2VUC##Blog_761602##q1_a1##3IHWR4LC7FRE0EOR2MP79O2ZGB48I1,"Forty years ago last June 5th , very early in the AM hours , Senator Robert Kennedy of New York , brother of President John Kennedy and candidate for President himself , was shot in the kitchen of the Ambassador Hotel in Los Angeles , California . About a day later , he was dead . He deserves to be remembered . We will never know quite what the Robert Kennedy Administration would have looked like , but if it were anything like how Robert Kennedy talked on the campaign trail , America and the world would both be very different places . Unlike most politicians , I believe that Robert Kennedy meant the things he said , and that he would have acted on them had he been elected .",Is it possible that some politicians make promises they can not keep ?,"Every politician tells the truth all the time , there are no dishonest promises .",None of the above choices .,"The greater the promise , the more likely to be elected , the more likely keep all promises .","Politicians know that they are accountable for their broken promises , so they will meet all their obligations to the people .",1
3JGHED38EDPHWBZ6C174PECK21A7Y3##3Q5C1WP23NZ85L8E2MR02RJ2J0E51E##A3542PB4Z0NE80##Blog_720987##q2_a1##3PZDSVZ3J7V5VECGNZCMXKIB0JWN49,I totally adore Sid Lucero . I did n't know that the guy could act . It 's amazing how he transformed from the elite and mestizo Sid to his jologs and poor character . Sid Lucero was still fucking hot even though his looks were downplayed for the role .,How do I feel about Sid Lucero ?,None of the above choices .,I felt that Sid Lucero was a surprisingly good actor and was really impressed,I liked the character in the story but felt that Sid Lucero did not play him well and he was downplayed,Sid Lucero was a good actor at some point but became worse as time went on,1
3SCKNODZ0XENKCVS5ZYT8YEDY1RN7I##30ZX6P7VF9TN155VASV88KCCQSE2J8##A2KYOM2ZGYDJGT##Blog_1559772##q1_a1##3UY4PIS8QTZO3FFX0HTKZMB8ORZN1T,"So yesterday I felt like crap most of the dayBritt made dinner and Greig was great , today I feel a little better but still like Blah . So because of the weather we wo n't be going to King Richards just do n't feel like running around in the pouring rain that is being called for . So tomorrow I 'll be washing clothes and doing miscell things around the house reading playing warhammer to name a few .",Why wo n't they be going to King Richards ?,Greg was great,None of the above choices .,They need to play Warhammer,Britt made dinner,1
3E22YV8GG3KRK7YZLJ4A0IT6RHGPNU##3PW9OPU9PTZV1DOY4012WI4Z54T21Z##AJ7NSZOAFP05U##Blog_99495##q1_a1##3KI0JD2ZU3WU7GO7QGOCYLGZW1A67R,"After coming back from Worldcon , I decided to wait before making a long post about it , because I was sooo tired . Well , I ' m still tired a week later , so I might as well post . The roadtrip was a blast , as was the con . I had no idea Robert Silverberg was so hilarious ! I also got to see Connie Willis and Joe Haldeman for the first time , who were also quite amusing .",What may have been your reason for waiting to post about Worldcon ?,I wanted Joe Haldeman to see the post .,I had to take some time writing a long post .,I was exhausted .,I was still on the roadtrip .,2
3PUV2Q8SV6IGU16CDK869TCNVO5BDC##3L70J4KAZJ1EYBZEX8EC32O62GHADB##A2KYOM2ZGYDJGT##Blog_719556##q1_a1##3MJ28H2Y1GM59IGS2JV9H1OUQM4O5W,"as usual , whenever i want to swim , the weather will be gray.plus my legs are still aching from the misery 2.4 km anw . Halfway through using my laptop , my mouse just died on me like that . the laptop was suddenly unable to recognise the usb it was connected to . good job , the conflict between the 2 gadgets had to make me pay for the suffereings.my desktop then scratched me so bad i started to bleed .",Why is the weather gray when the writer wants to swim ?,Because the writer is unlucky .,None of the above choices .,Because the writer 's mouse died .,Because the writer 's legs are aching .,0
36D1BWBEHPFPAICT7KEYRQWDBD2M2K##3JAOYWH7VLJJR4D1IJY0QKLR9XIL9O##A394JO4NEPCY3M##Blog_320192##q1_a1##3MJ28H2Y1GM59IGS2JV9H1OUQU25OR,"The next day when I went back to office , I saw the smurfy T , in exactly the same colour that i would love to have , folded neatly and seated nicely on my cubicle shelf . She actually did n't forget . She bought for me and she refused to accept my payment .",What might be different if she had forgotten ?,The narrator would n't have a smurfy t,The narrator would have to pay her back,None of the above choices .,The narrator would n't have to pay her back,0
3VW0145YLYAAMPBUU78QY9UMKOWJM0##3JAOYWH7VJ24WFEUYMM0YMXI3D9L9K##AJ7NSZOAFP05U##Blog_618271##q1_a1##3XEDXEGFX52NOK9C7LX4TPBUPEG0KA,"Even though I enjoy rising early , the morning services are very geared towards children and families . There is no doubt in my mind that He ordained my sitting and rising that morning , as always . I was meant to be in that building on that morning for a very beautiful thing . During the morning service , there is a sermonette for the kids before they go out to their Sunday school groups .",What may be true about the morning services ?,Very beautiful things happen during the morning services .,They 're aimed towards the youth and their parents .,None of the above choices .,They 're aimed towards the elderly and their kids .,1
3THR0FZ95PR4HIK6A8ZG6SWJJ7GLO7##3BXQMRHWK0WMMPKIW9I6UVZLF5HUMX##A2LTOS0AZ3B28A##Blog_838777##q2_a1##3MQKOF1EE428I44N8B42W7P868XWDQ,"Terrified , actually . What was he going to do if the Doctor was gone ? How was he going to get back to where he belonged ? For a moment , he could feel hopelessness engulfing him , trying to crush him in its jaws and swallow him alive . No .",Why is this person so afraid ?,None of the above choices .,He feels like he needs to belong somewhere else .,He is being crushed by the monsters jaws .,He is having mental health issues that the doctor helps with .,3
3VO4XFFP15K8N98KLRQACS9I3MZ7QU##3Z7EFSHGNAC1U72MOPZFB6TDFYUXCO##AJ7NSZOAFP05U##Blog_6319##q1_a1##3MQKOF1EE428I44N8B42W7P867HDWP,"Happy fans . Happy singer ; ) I just got in from seeing Jason Mraz in concert . I was all gung - ho and ready to give you a concert review , BUT then I had a bowl of soup and a warm drink . I ' m sick and I think it 's walking pneumonia or some other nasty twist because it 's definitely not a cold although initially that 's what the symptoms felt like . However , that did n't stop me from going .",What may be your reason for not giving a concert review ?,I was too cold to write a concert review at the time .,The concert was cancelled because the singer was struck with an illness .,I was struck with an illness .,I was tired after having my bowl of soup .,2
3VO4XFFP15K8N98KLRQACS9I3Q57Q8##3ZPBJO59KQZED98LJHC4SQN1DXZDH2##AJ7NSZOAFP05U##Blog_1547581##q1_a1##35F6NGNVMAX09EZJMTW59V8DG337T9,"Exhaustion clearly on his face making her heart twitch in empathy . "" You want to take a break ? "" Unable to look into the other 's eyes because it took too much effort and she was fully exhausted . "" No .",What may have caused her heart to twitch in empathy ?,Her friend would n't look her in the eyes .,She was overworking herself .,She was watching someone overworking themselves .,She could n't take a break with him,2
3K8CQCU3KGFH4GV0X5I5SC12K7PWNO##39N5ACM9HH29IPSZABR771UBDRLP9V##A2MHM7JK1T9XHR##Blog_1205869##q2_a1##3XH7ZM9YX48R7IAKX1PUNCY1NCMR9S,He just wanted to play . We had a chance to visit before we left for Alabama . I brought some cheese and wine from Pastoral and we sat and chatted and eventually got around to playing some music . One song - Summertime .,What may happen if we did not play music together ?,He may have been pleased,He may have been upset,None of the above choices .,He may have gone home,1
