question,title,answer,passage
does the government give subsidies to oil companies,Energy subsidies,True,"According to a 2015 estimate by the Obama administration, the US oil industry benefited from subsidies of about $4.6 billion per year. A 2017 study by researchers at Stockholm Environment Institute published in the journal Nature Energy estimated that nearly half of U.S. oil production would be unprofitable without subsidies."
is soft tissue damage the same as a sprain,Soft tissue injury,False,"A soft tissue injury (STI) is the damage of muscles, ligaments and tendons throughout the body. Common soft tissue injuries usually occur from a sprain, strain, a one off blow resulting in a contusion or overuse of a particular part of the body. Soft tissue injuries can result in pain, swelling, bruising and loss of function."
can you sell a gun privately in florida,Gun laws in Florida,True,"As state law on waiting periods and background checks do not apply to sales by non-licensed sellers, the Florida Constitution, Art VIII Sec. 5(b), permits counties to enact ordinances that require a criminal history records check and a 3 to 5-day waiting period for non-licensed sellers when any part of a firearm sale is conducted on property to which the public has the ``right of access'', such as at a gun show conducted on public property. These local option ordinances may not be applied to holders of a concealed weapons license. Only Miami-Dade, Broward, Palm Beach, Hillsborough, and Volusia counties had enacted such ordinances."
is israel part of the european economic area,European Economic Area,False,"When entering into force in 1994, the EEA parties were 17 states and two European Communities: the European Community, which was later absorbed into the EU's wider framework, and the now defunct European Coal and Steel Community. Membership has grown to 31 states as of 2016: 28 EU member states, as well as three of the four member states of the EFTA (Iceland, Liechtenstein and Norway). The Agreement is applied provisionally with respect to Croatia--the remaining and most recent EU member state--pending ratification of its accession by all EEA parties. One EFTA member, Switzerland, has not joined the EEA, but has a series of bilateral agreements with the EU which allow it also to participate in the internal market."
is a cape and a cloak the same,Cloak,True,"Ladies may wear a long (over the shoulders or to ankles) cloak usually called a cape, or a full-length cloak. Gentlemen wear an ankle-length or full-length cloak. Formal cloaks often have expensive, colored linings and trimmings such as silk, satin, velvet and fur."
is a pip the same as a basis point,Basis point,False,"A basis point (often denoted as bp, often pronounced as ``bip'' or ``beep'') is (a difference of) one hundredth of a percent or equivalently one ten thousandth. The related concept of a permyriad is literally one part per ten thousand. Figures are commonly quoted in basis points in finance, especially in fixed income markets."
is the liver a part of the gi tract,Gastrointestinal tract,False,"All bilaterians have a gastrointestinal tract, also called a gut or an alimentary canal. This is a tube that transfers food to the organs of digestion. In large bilaterians, the gastrointestinal tract generally also has an exit, the anus, by which the animal disposes of feces (solid wastes). Some small bilaterians have no anus and dispose of solid wastes by other means (for example, through the mouth). The human gastrointestinal tract consists of the esophagus, stomach, and intestines, and is divided into the upper and lower gastrointestinal tracts. The GI tract includes all structures between the mouth and the anus, forming a continuous passageway that includes the main organs of digestion, namely, the stomach, small intestine, and large intestine. However, the complete human digestive system is made up of the gastrointestinal tract plus the accessory organs of digestion (the tongue, salivary glands, pancreas, liver and gallbladder). The tract may also be divided into foregut, midgut, and hindgut, reflecting the embryological origin of each segment. The whole human GI tract is about nine metres (30 feet) long at autopsy. It is considerably shorter in the living body because the intestines, which are tubes of smooth muscle tissue, maintain constant muscle tone in a halfway-tense state but can relax in spots to allow for local distention and peristalsis."
is pokemon lets go eevee a spin off,"Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!",False,"Pokémon: Let's Go, Pikachu! and Pokémon: Let's Go, Eevee! are upcoming role-playing video games (RPGs) developed by Game Freak and published by The Pokémon Company and Nintendo for the Nintendo Switch. The games are the first installments of the main Pokémon RPG series for the Nintendo Switch. They are enhanced remakes of the 1998 video game Pokémon Yellow. They will also contain influences from Pokémon Go, as well as integration with Go, and will support a new optional controller called the Poké Ball Plus. The games are scheduled to be released worldwide on November 16, 2018."
is white spirits the same as mineral spirits,White spirit,True,"White spirit (UK) or mineral spirits (US, Canada), also known as mineral turpentine (AU/NZ), turpentine substitute, petroleum spirits, solvent naphtha (petroleum), Varsol, Stoddard solvent, or, generically, ``paint thinner'', is a petroleum-derived clear liquid used as a common organic solvent in painting."
is it bad to wash your hair with shower gel,Shower gel,True,"Shower gels for men may contain the ingredient menthol, which gives a cooling and stimulating sensation on the skin, and some men's shower gels are also designed specifically for use on hair and body. Shower gels contain milder surfactant bases than shampoos, and some also contain gentle conditioning agents in the formula. This means that shower gels can also double as an effective and perfectly acceptable substitute to shampoo, even if they are not labelled as a hair and body wash. Washing hair with shower gel should give approximately the same result as using a moisturising shampoo."
will the next step have a season 6,List of The Next Step episodes,True,"The series has been renewed for a sixth season of 26 episodes which will premiere in Canada in September 2018,and in the UK on July 16, 2018."
do i need a visa to visit svalbard,Visa policy of Svalbard,False,"Uniquely, the Norwegian archipelago of Svalbard is an entirely visa-free zone. Everybody may live and work in Svalbard indefinitely regardless of country of citizenship. The Svalbard Treaty grants treaty nationals equal right of abode as Norwegian nationals. Non-treaty nationals may live and work indefinitely visa-free as well. Per Sefland, then Governor of Svalbard, said ``It has been a chosen policy so far that we haven't made any difference between the treaty citizens and those from outside the treaty''. ``Regulations concerning rejection and expulsion from Svalbard'' are in force on a non-discriminatory basis. Grounds for exclusion include lack of means of support, and violation of laws or regulations. Same-day visa-free transit at Oslo Airport is possible when travelling on non-stop flights to Svalbard."
does the little girl in the movie crash die,Crash (2004 film),False,"Farhad locates Daniel's house and waits in ambush. As he confronts Daniel with his gun in hand, Lara jumps into Daniel's arms, attempting to protect her father with the ``invisible cloak.'' Daniel's wife Elizabeth runs out the front door and watches in horror as Farhad shoots Lara. Daniel clutches his daughter as Fahrad stands shocked as both realized she has not been hit by any bullet. Daniel runs into the house with his wife and daughter, leaving Fahrad outside. Farhad later tells his daughter that he believes the little girl was his guardian angel, preventing him from committing a terrible crime. Dorri is then shown with the box of bullets she had purchased, labeled as blanks."
did the first iphone have a front camera,iPhone 4,False,"The iPhone 4 introduced a new hardware design to the iPhone family, which Apple's CEO Steve Jobs touted as the thinnest smartphone in the world at the time; it consisted of a stainless steel frame which doubles as an antenna, with internal components situated between aluminosilicate glass. The iPhone 4 also introduced Apple's new high-resolution ``Retina Display'' with a pixel density of 326 pixels per inch while maintaining the same physical size and aspect ratio as its precursors. The iPhone 4 also introduced Apple's A4 system-on-chip, along with iOS 4--which notably introduced multitasking functionality and Apple's new FaceTime video chat service. The iPhone 4 was also the first iPhone to include a front-facing camera, and the first to be released in a version for CDMA networks, ending AT&T's period as the exclusive carrier of iPhone products in the United States."
is there extra time in the world cup playoffs,2018 FIFA World Cup knockout stage,True,"In the knockout stage, if a match was level at the end of 90 minutes of normal playing time, extra time was played (two periods of 15 minutes each), where each team was allowed to make a fourth substitution. If still tied after extra time, the match was decided by a penalty shoot-out to determine the winners."
do they use salt on the roads in south dakota,Salt Belt,True,"The term Salt Belt refers to states, in the United States, in which large quantities of salt are applied to roads during the winter season to control snow and ice. States in the salt belt include Connecticut, Delaware, Illinois, Indiana, Iowa, Kansas, Maine, Maryland, Massachusetts, Michigan, Minnesota, Missouri, New Hampshire, New Jersey, New York, North Dakota, Ohio, Pennsylvania, Rhode Island, South Dakota, Vermont, Virginia, West Virginia, Wisconsin, and Washington DC. Other states such as Colorado and Utah are also considered part of the Salt Belt but use less corrosive substances."
is nitric oxide and nitrous oxide the same,Nitric oxide,False,"Nitric oxide should not be confused with nitrous oxide (NO), an anesthetic, or with nitrogen dioxide (NO), a brown toxic gas and a major air pollutant."
does a woman's age affect birth defects,Advanced maternal age,True,"Advanced maternal age is associated with adverse reproductive effects such as increased risk of infertility, and that the children have chromosomal abnormalities. The corresponding paternal age effect is less pronounced."
is there another part of avengers infinity war,Avengers: Infinity War,True,"Avengers: Infinity War held its world premiere on April 23, 2018 in Los Angeles and was released in the United States on April 27, 2018, in IMAX and 3D. The film received praise for the performances of the cast (particularly Brolin's) and the emotional weight of the story, as well as the visual effects and action sequences. It was the fourth film and the first superhero film to gross over $2 billion worldwide, breaking numerous box office records and becoming the highest-grossing film of 2018, as well as the fourth-highest-grossing film of all time and in the United States and Canada. The currently untitled sequel is set to be released on May 3, 2019."
does rachel die in hawaii 5-0,List of Hawaii Five-0 (2010 TV series) characters,False,"Danny's ex-wife and mother of Grace. She moves to Hawaii after marrying millionaire Stan Edwards. Early in Season 1, she and Danny are often seen bitterly arguing on the phone to the point where the whole team knew about the feud even before they had met Rachel or Grace in person. She often used Grace as leverage and threatened to further limit his visitation rights when his job prevented him from being punctual to their father-daughter dates but Danny successfully files for joint custody, meaning that Grace cannot leave Hawaii without his consent. They are now on friendly terms, particularly after her marriage with Stan hits a rocky patch and Danny was there to help with Charlie's birth (which he later discovers was actually his, not Stan's). In the seventh season of the series Rachel divorces Stan and takes her maiden name once again."
is a dodge 3500 a 1 ton truck,Truck classification,True,"This has led to categorizing trucks similarly, even if their payload is different. Therefore, the Toyota Tacoma, Dodge Dakota, Ford Ranger, Honda Ridgeline, Chevrolet S-10, GMC S-15 and Nissan Frontier are called quarter-tons (1⁄4-ton). The Ford F-150, Chevrolet C10/K10, Chevrolet/GMC 1500, Dodge 1500, Toyota Tundra, and Nissan Titan are half-tons (1⁄2-ton). The Ford F-250, Chevrolet C20/K20, Chevrolet/GMC 2500, and Dodge 2500 are three-quarter-tons (3⁄4-ton). Chevrolet/GMC's 3⁄4-ton suspension systems were further divided into light and heavy-duty, differentiated by 5-lug and 6 or 8-lug wheel hubs depending on year, respectively. The Ford F-350, Chevrolet C30/K30, Chevrolet/GMC 3500, and Dodge 3500 are one tons (1-ton)."
is the bladder part of the excretory system,Excretory system,True,"The kidneys are bean-shaped organs which are present on each side of the vertebral column in the abdominal cavity. Humans have two kidneys and each kidney is supplied with blood from the renal artery. The kidneys remove from the blood the nitrogenous wastes such as urea, as well as salts and excess water, and excrete them in the form of urine. This is done with the help of millions of nephrons present in the kidney. The filtrated blood is carried away from the kidneys by the renal vein (or kidney vein). The urine from the kidney is collected by the ureter (or excretory tubes), one from each kidney, and is passed to the urinary bladder. The urinary bladder collects and stores the urine until urination. The urine collected in the bladder is passed into the external environment from the body through an opening called the urethra."
is there a season 8 of once apon a time,Once Upon a Time (TV series),False,"Once Upon a Time is an American fantasy drama television series on ABC which debuted on October 23, 2011, and concluded on May 18, 2018. The first six seasons are largely set in the fictitious seaside town of Storybrooke, Maine, with the character of Emma Swan serving as the lead, while the seventh and final season takes place in a Seattle, Washington neighborhood called Hyperion Heights, with a new main narrative led by Swan's son, Henry Mills. The show borrows elements and characters from the Disney franchise and popular Western literature, folklore, and fairy tales."
has a woman ever won the indianapolis 500,List of female Indianapolis 500 drivers,False,"This is a list of female motor racing drivers who have entered an Indianapolis 500 race. Ten women racing drivers have officially entered at least once, with Janet Guthrie being the first. Sarah Fisher has the most career starts with nine, and Danica Patrick has the best result with a third place in 2009. Lyn St. James, Patrick, and Simona de Silvestro have all won the Rookie of the Year Award."
is there such thing as a meat allergy,Alpha-gal allergy,True,"Alpha-gal allergy, also known as meat allergy or mammalian meat allergy (MMA), is a reaction to galactose-alpha-1,3-galactose (alpha-gal), whereby the body is overloaded with immunoglobulin E (IgE) antibodies on contact with the carbohydrate. The alpha-gal molecule is found in all mammals apart from Old World monkeys and the apes, which include humans. Anti-gal is a human natural antibody that interacts specifically with the mammalian carbohydrate structure gal alpha 1-3Gal beta 1-4GlcNAc-R, termed, the alpha-galactosyl epitope. Whereas alpha-gal is absent from humans, apes, and Old World monkeys, it is abundant in New World monkeys, prosimians, and nonprimate mammals."
do bell and telus use the same towers,Telus Mobility,True,"Bell Mobility, which shares towers and coverage with Telus, intends to expand LTE coverage to 98% of the Canadian population by the end of 2016. As a consequence, Telus' coverage will similarly expand. In April 2015, Telus announced that all of its wireless sites in British Columbia and Alberta will be upgraded to LTE. According to Telus, as of March 31, 2016, it had LTE coverage available 97% of the Canadian population and LTE Advance coverage available to 50% of the Canadian population."
is lake george a man-made lake,Lake George (New York),False,"The lake was originally named the Andia-ta-roc-te by local Native Americans. James Fenimore Cooper in his narrative Last of the Mohicans called it the Horican, after a tribe which may have lived there, because he felt the original name was too hard to pronounce."
is princeton theological seminary part of princeton university,Princeton Theological Seminary,True,"Princeton Theological Seminary (PTS) is a private, nonprofit, and independent graduate school of theology in Princeton, New Jersey. Founded in 1812 under the auspices of Archibald Alexander, the General Assembly of the Presbyterian Church, and the College of New Jersey (now Princeton University), it is the second-oldest seminary in the United States. It is also the largest of ten seminaries associated with the Presbyterian Church (USA)."
is a brother in law considered a relative,Immediate family,True,"The immediate family is a defined group of relations, used in rules or laws to determine which members of a person's family are affected by those rules. It normally includes a person's parents, spouses, siblings, children, or an individual related by blood whose close association is an equivalent of a family relationship. It can contain others connected by birth, adoption, marriage, civil partnership, or cohabitation, such as grandparents, great-grandparents, grandchildren, great-grandchildren, aunts, uncles, siblings-in-law, half-siblings, cousins, adopted children and step-parents/step-children, and cohabiting partners."
is a prince the same as a duke,"Prince William, Duke of Cambridge",False,"As a British prince, William does not use a surname for everyday purposes. For formal and ceremonial purposes, the children of the Prince of Wales use the title of ``prince'' or ``princess'' before their Christian name and their father's territorial designation after it. Thus, Prince William was styled as ``Prince William of Wales''. Such territorial designations are discarded by women when they marry and by men if they are given a peerage of their own, such as when Prince William was given his dukedom."
is commercial law and corporate law the same,Corporate law,False,"While the minute nature of corporate governance as personified by share ownership, capital market, and business culture rules differ, similar legal characteristics - and legal problems - exist across many jurisdictions. Corporate law regulates how corporations, investors, shareholders, directors, employees, creditors, and other stakeholders such as consumers, the community, and the environment interact with one another. Whilst the term company or business law is colloquially used interchangeably with corporate law, business law often refers to wider concepts of commercial law, that is, the law relating to commercial or business related activities. In some cases, this may include matters relating to corporate governance or financial law. When used as a substitute for corporate law, business law means the law relating to the business corporation(or business enterprises), i.e. capital raising (through equity or debt), company formation, registration, etc."
are there sharks in the long island sound,Long Island Sound,True,"The most common marine fish in the Sound include porgy, butterfish, winter flounder, summer flounder, windowpane flounder, fourspot flounder, northern and striped sea robin, little skate, menhaden, Atlantic silversides, black seabass, blackfish (tautog), cunner, bluefish, and smooth dogfish. Frequently Atlantic bonito and false albacore, both members of the tuna family, enter the sound and can be caught by anglers from small boats and shore. Many species have declined rapidly since 1975 due to over fishing. Winter flounder may not be currently present except for rare, small local populations. Tautog and summer flounder are also less numerous. Anadromous fishes include striped bass, white perch, alewives, blueback herring, and American and hickory shad. Although several shark species likely infrequently wander in and out of the Sound, e.g. blue shark, mako shark, hammerhead shark & thresher shark, there are only four species of sharks which are regularly found in the area. These are the sand tiger shark, the sandbar shark, the spiny dogfish and the smooth dogfish."
is there such a thing as a fainting goat,Fainting goat,True,"The myotonic goat, otherwise known as the fainting goat, is a domestic goat that temporarily seizes when it feels panic. If startled by sudden movements or loud noises, they will attempt to escape from the disturbance, generally followed by a startle reaction. In more severe cases, this reaction results in strong tetanic contractions of the agonist and antagonist muscles, causing an uncontrolled stiffness that may cause the goat to remain ``frozen'' in the position that it was in previous to the attack, or cause it to fall to the ground on its side. During an attack, which may last from 5-20 seconds, the goat can often be picked up without any bending or movement occurring in its body. In the case of goats that are less severely affected with the condition, there may be some minor localized stiffness observed in the legs, however, they are still capable of running away. This behaviour is caused by a hereditary genetic disorder called myotonia congenita. The myotonic goat, similar to humans with congenital myotonia, exhibits no obvious muscle wasting, is rarely incapacitated by the condition, and lives a normal and healthy life span."
are there different strains of the common cold,Common cold,True,"Well over 200 virus strains are implicated in causing the common cold, with rhinoviruses being the most common. They spread through the air during close contact with infected people or indirectly through contact with objects in the environment, followed by transfer to the mouth or nose. Risk factors include going to daycare, not sleeping well, and psychological stress. The symptoms are mostly due to the body's immune response to the infection rather than to tissue destruction by the viruses themselves. In contrast, those affected by influenza can show similar symptoms as people with a cold, but symptoms are usually more severe. Additionally, influenza is less likely to result in a runny nose."
can you be an attorney without taking the bar exam,Admission to the bar in the United States,False,"Admission to the bar in the United States is the granting of permission by a particular court system to a lawyer to practice law in that system. Each U.S state and similar jurisdiction (e.g., territories under federal control) has its own court system and sets its own rules for bar admission (or privilege to practice law), which can lead to different admission standards among states. In most cases, a person who is ``admitted'' to the bar is thereby a ``member'' of the particular bar."
is the film tully based on the book,Tully (2018 film),False,"Tully is a 2018 American comedy-drama film directed by Jason Reitman and written by Diablo Cody. The film stars Charlize Theron, Mackenzie Davis, Mark Duplass, and Ron Livingston, and follows the friendship between a mother of three and her nanny. It is the fourth collaboration between Reitman and Cody, following Juno (2007), Jennifer's Body (2009), and Young Adult (2011), the last of which also starred Theron."
do the jets and giants share a stadium,MetLife Stadium,True,"MetLife Stadium is an American sports stadium located in East Rutherford, New Jersey, 8 miles outside of New York City. It is part of the Meadowlands Sports Complex and serves as the home stadium for two National Football League (NFL) franchises: the New York Giants and the New York Jets. The stadium is owned by the MetLife Stadium Company, a joint venture of the Giants and Jets, who jointly built the stadium using private funds on land owned by the New Jersey Sports and Exposition Authority. The stadium opened as New Meadowlands Stadium in 2010. In 2011, MetLife, an insurance company based in New York City, acquired the naming rights to the stadium. At a construction cost of approximately $1.6 billion, it was the most expensive stadium ever built, at the time it opened, and is the second-largest stadium in the NFL in terms of seating capacity."
is an undergraduate degree the same as a bachelor's degree,Undergraduate degree,True,"An undergraduate degree (also called first degree, bachelor's degree or simply degree) is a colloquial term for an academic degree taken by a person who has completed undergraduate courses. It is usually offered at an institution of higher education, such as a university. The most common type of this degree is the bachelor's degree, which typically takes at least three or four years to complete. These degrees can be categorised as basic degrees."
is employment termination the same as being fired,Termination of employment,True,"Termination of employment, is an employee's departure from a job and the end of an employee's duration with an employer. Termination may be voluntary on the employee's part, or it may be at the hands of the employer, often in the form of dismissal (firing) or a layoff. Dismissal or firing is generally thought to be the fault of the employee, whereas a layoff is generally done for business reasons (for instance a business slowdown or an economic downturn) outside the employee's performance."
are maleficent and the evil queen the same,Evil Queen (Disney),False,"This version of the fairy tale character has been very well received by film critics and the public, and is considered one of Disney's most iconic and menacing villains. Besides in the film, the Evil Queen has made numerous appearances in Disney attractions and productions, including not only these directly related to the tale of Snow White, such as Fantasmic!, The Kingdom Keepers and Kingdom Hearts Birth by Sleep, sometimes appearing in them alongside Maleficent from Sleeping Beauty. The film's version of the Queen has also become a popular archetype that influenced a number of artists and non-Disney works."
can you drink alcohol at 16 in australia,Alcohol laws of Australia,False,Alcohol laws of Australia are laws that regulate the sale and consumption of alcoholic beverages. The legal drinking age is 18 throughout Australia. The minimum age for the purchase of alcoholic products in Australia is 18. A licence to both produce and sell alcohol is required.
can an infinite geometric series have a sum,Geometric series,True,"Geometric series are among the simplest examples of infinite series with finite sums, although not all of them have this property. Historically, geometric series played an important role in the early development of calculus, and they continue to be central in the study of convergence of series. Geometric series are used throughout mathematics, and they have important applications in physics, engineering, biology, economics, computer science, queueing theory, and finance."
can you get a tattoo at any age,Legal status of tattooing in the United States,False,"In the United States, there is no federal law regulating the practice of tattooing. However, all 50 states and the District of Columbia have statutory laws requiring a person receiving a tattoo be 18 years or older. This is partially based on the legal principle that a minor cannot enter into a legal contract or otherwise render informed consent for a procedure. Most states permit a person under the age of 18 to receive a tattoo with permission of a parent or guardian, but some states outright prohibit tattooing under a certain age regardless of permission, with the exception of medical necessity (such as markings placed for radiation therapy)."
has canada ever competed in the world cup,Canada at the FIFA World Cup,True,"This is a record of Canada's results at the FIFA World Cup. Canada has appeared in the FIFA World Cup on one occasion, which was in 1986."
were the balkans part of the ottoman empire,History of the Balkans,True,"Much of the Balkans was under Ottoman rule throughout the Early modern period. Ottoman rule was long, lasting from the 14th century up until the early 20th in some territories. The Ottoman Empire was religiously, linguistically and ethnically diverse, and, at times, a much more tolerant place for religious practices when compared to other parts of the world. The different groups in the empire were organised along confessional lines, in the so-called the Millet system. Among the Orthodox Christians of the empire (the Rum Millet) a common identity was forged based on a shared sense of time defined by the ecclesiastical calendar, saint's days and feasts."
is yg and yo gotti the same person,YG (rapper),False,"In 2012, he announced his debut album, then titled I'm 4rm Bompton, would be exclusively produced by rapper Syla$. Later in June 2013, he revealed that Jeezy's record label CTE World would release the album. He was then featured on Yo Gotti's ``Act Right'' also featuring Jeezy. It would peak at number 100 on the Billboard Hot 100. He was then prominently featured on the CTE World mixtape, Boss Yo Life Up Gang in August 2013."
is the poly a tail added immediately after the stop codon,Polyadenylation,True,"In as different groups as animals and trypanosomes, the mitochondria contain both stabilising and destabilising poly(A) tails. Destabilising polyadenylation targets both mRNA and noncoding RNAs. The poly(A) tails are 43 nucleotides long on average. The stabilising ones start at the stop codon, and without them the stop codon (UAA) is not complete as the genome only encodes the U or UA part. Plant mitochondria have only destabilising polyadenylation, and yeast mitochondria have no polyadenylation at all."
is new england baptist hospital a teaching hospital,New England Baptist Hospital,True,The hospital is a teaching affiliate of both the University of Massachusetts Medical School and Tufts University School of Medicine. It also conducts teaching programs in collaboration with the Harvard T.H. Chan School of Public Health and the Harvard School of Medicine.
is the united states qualified for the world cup,United States at the FIFA World Cup,False,"The United States men's national soccer team has played in several World Cup finals, with their best result occurring during their first appearance at the 1930 World Cup, when the United States finished in third place. After the 1950 World Cup, in which the United States upset England in group play 1--0, the U.S. was absent from the finals until 1990. The United States has participated in every World Cup since 1990 until they failed to qualify for the 2018 competition after a loss to Trinidad and Tobago in 2017."
were greece and rome around at the same time,Greece in the Roman era,False,"Greece in the Roman era describes the period of Greek history when it was dominated by the Roman republic, the Roman Empire and the Byzantine Empire (collectively, the Roman era). It began with the Roman victory over the Corinthians, at the Battle of Corinth (146 BC). It continued with the adoption of the city of Byzantium by the Emperor Constantine the Great as the capital of the Roman Empire (as Nova Roma, later Constantinople) in AD 330. After this date, the Eastern Empire became largely Greek speaking."
is it illegal for a minor to be in possession of alcohol,Minor in Possession,True,"In the United States, a Minor in Possession, or a MIP, (also referred to as a PAULA, Possession of Alcohol Under the Legal Age) is illegal, typically a misdemeanor. In California, depending on the county in which the person is charged, the crime may also be charged as an infraction. Anyone who is under the age of 21 and possesses alcohol in the United States, with the exception of special circumstances, is violating the law of the state."
are there warrant officers in the air force,Warrant officer (United States),False,"The United States Air Force no longer uses the warrant officer grade. The USAF inherited warrant officer ranks from the Army at its inception in 1947, but their place in the Air Force structure was never made clear. When Congress authorized the creation of two new senior enlisted ranks in each of the five services in 1958 (implementing them in 1959-60), Air Force officials privately concluded that these two new ``super grades'' of senior master sergeant and chief master sergeant (styling the incumbents as ``superintendents'' vice senior or staff NCOICs as does the USA and USMC) could fill all Air Force needs then performed at the warrant officer level. This was not publicly acknowledged until years later. The Air Force stopped appointing warrant officers in 1959, the same year the first promotions were made to the new top enlisted grade, chief master sergeant. Most of the existing air force warrant officers entered the commissioned officer ranks during the 1960s, but tiny numbers continued to exist for the next 21 years."
is there a waterfall in marble falls tx,"Marble Falls, Texas",True,"Marble Falls is located in southern Burnet County at 30°34′N 98°17′W﻿ / ﻿30.567°N 98.283°W﻿ / 30.567; -98.283 (30.5741, -98.2782), on the banks of Lake Marble Falls. According to the Handbook of Texas website, the former falls were flooded by the lake, which was created by a shelf of limestone running diagonally across the Colorado River from northeast to southwest. The upper layer of limestone, brownish on the exterior but a deep blue inside, was so hard and cherty it was mistaken for marble. The falls were actually three distinct formations at the head of a canyon 1.25 miles (2.01 km) long, with a drop of some 50 feet (15 m) through the limestone strata. The natural lake and waterfall were covered when the Colorado River was dammed with the completion of Max Starcke Dam in 1951. A photo of the falls as they once existed can be seen at the website for the Wallace Guest House, a local bed and breakfast. Lake Marble Falls sits between Lake Lyndon B. Johnson to the north and Lake Travis to the south. The falls for which the city is named are now underwater but are revealed every few years when the lake is lowered."
is the show nashville based on a true story,Nashville (2012 TV series),False,"The series chronicles the lives of various fictitious country music singers in Nashville, Tennessee starring Connie Britton as Rayna Jaymes, a legendary country music superstar, whose stardom begins fading, and Hayden Panettiere as rising younger star Juliette Barnes. Britton left the show in season five."
will the us ever get high speed rail,High-speed rail in the United States,True,"As of 2017, the California High-Speed Rail Authority is working on the California High Speed Rail project and construction is under way on sections traversing the Central Valley. Phase I will be completed in 2029, and Phase II will likely be completed before 2040."
is your body temperature higher in the evening,Human body temperature,True,"Reported values vary depending on how it is measured: oral (under the tongue): 7002309950000000000♠36.8±0.4 °C (7002309927777777777♠98.2±0.72 °F), internal (rectal, vaginal): 37.0 °C (98.6 °F). A rectal or vaginal measurement taken directly inside the body cavity is typically slightly higher than oral measurement, and oral measurement is somewhat higher than skin measurement. Other places, such as under the arm or in the ear, produce different typical temperatures. While some people think of these averages as representing normal or ideal measurements, a wide range of temperatures has been found in healthy people. The body temperature of a healthy person varies during the day by about 0.5 °C (0.9 °F) with lower temperatures in the morning and higher temperatures in the late afternoon and evening, as the body's needs and activities change. Other circumstances also affect the body's temperature. The core body temperature of an individual tends to have the lowest value in the second half of the sleep cycle; the lowest point, called the nadir, is one of the primary markers for circadian rhythms. The body temperature also changes when a person is hungry, sleepy, sick, or cold."
can quantum entanglement transfer information faster than light,Faster-than-light communication,False,"However, it is now well understood that quantum entanglement does not allow any influence or information to propagate superluminally. Technically, the microscopic causality postulate of axiomatic quantum field theory implies the impossibility of superluminal communication using any phenomena whose behavior can be described by orthodox quantum field theory. A special case of this is the no-communication theorem, which prevents communication using the quantum entanglement of a composite system shared between two spacelike-separated observers. Some authors have argued that using the no-communication theorem to deduce the impossibility of superluminal communication is circular, since the no-communication theorem assumes that the system is composite."
is highway 91 in florida a toll road,Florida's Turnpike,True,"Florida's Turnpike, designated as State Road 91 (SR 91), is a toll road in the U.S. state of Florida, maintained by Florida's Turnpike Enterprise (FTE). Spanning approximately 309 miles (497 km) along a north--south axis, the turnpike is in two sections. The SR 91 mainline runs roughly 265 miles (426 km), from its southern terminus at an interchange with Interstate 95 (I-95) in Miami Gardens to an interchange with I-75 in Wildwood at its northern terminus. The Homestead Extension of Florida's Turnpike (abbreviated HEFT and designated as SR 821) continues from the southern end of the mainline for another 48 miles (77 km) to US Highway 1 (US 1) in Florida City. The slogan for the road is ``The Less Stressway''."
is there a season 4 for red rock,List of Red Rock episodes,False,"Following a major overhaul in the summer of 2016, each episode is now a single 60 minute transmission, including advertisements. The series was also moved to 9:00pm on Mondays, to allow for grittier storylines, as the series is now post-watershed. A special-double episode was broadcast on 9 January 2017 as a single 120 minute transmission. This episode was co-written by actor Shaun Williamson. The second series was broadcast in the UK between 17 July 2017 and 8 September 2017, with Series 3 scheduled for this year."
is barq's root beer a pepsi product,Barq's,False,"Barq's /ˈbɑːrks/ is an American soft drink. Its brand of root beer is notable for having caffeine. Barq's, created by Edward Barq and bottled since the turn of the 20th century, is owned by the Barq family but bottled by the Coca-Cola Company. It was known as Barq's Famous Olde Tyme Root Beer until 2012."
is eastern standard time the same as atlantic standard time,Atlantic Time Zone,False,"In Florida, two bills were approved in January 2018 by House and Senate committees, to move most of the state permanently to Atlantic Standard Time (with the panhandle moving to year-round Eastern Standard Time) with no observation of daylight saving time."
are sweat glands part of the lymphatic system,Endocrine system,False,"Special features of endocrine glands are, in general, their ductless nature, their vascularity, and commonly the presence of intracellular vacuoles or granules that store their hormones. In contrast, exocrine glands, such as salivary glands, sweat glands, and glands within the gastrointestinal tract, tend to be much less vascular and have ducts or a hollow lumen. A number of glands that signal each other in sequence are usually referred to as an axis, for example, the hypothalamic-pituitary-adrenal axis."
can you sign free agents outside transfer window,Transfer window,True,The transfer window of a given football association governs only international transfers into that football association. International transfers out of an association are always possible to those associations that have an open window. The transfer window of the association that the player is leaving does not have to be open.
